a_frac,b_frac,c_frac,time
0.0424,0.2216,0.2128,0.01
0.0316,0.4036,0.3516,0.02
0.0212,0.5016,0.3976,0.03
0.018,0.562,0.3984,0.04
0.0128,0.5956,0.3852,0.05
0.0068,0.6232,0.3696,0.060000000000000005
0.004,0.6488,0.3472,0.07
0.0028,0.668,0.3292,0.08
0.0024,0.6932,0.3044,0.09
0.0016,0.7124,0.286,0.09999999999999999
0.0004,0.7296,0.27,0.10999999999999999
0.0004,0.7484,0.2512,0.11999999999999998
0.0,0.764,0.236,0.12999999999999998
0.0,0.782,0.218,0.13999999999999999
0.0,0.7968,0.2032,0.15
0.0,0.8108,0.1892,0.16
0.0,0.83,0.17,0.17
0.0,0.8476,0.1524,0.18000000000000002
0.0,0.8588,0.1412,0.19000000000000003
0.0,0.8716,0.1284,0.20000000000000004
0.0,0.886,0.114,0.21000000000000005
0.0,0.8948,0.1052,0.22000000000000006
0.0,0.9068,0.0932,0.23000000000000007
0.0,0.92,0.08,0.24000000000000007
0.0,0.9316,0.0684,0.25000000000000006
0.0,0.9364,0.0636,0.26000000000000006
0.0,0.9432,0.0568,0.2700000000000001
0.0,0.946,0.054,0.2800000000000001
0.0,0.954,0.046,0.2900000000000001
0.0,0.958,0.042,0.3000000000000001
0.0,0.9632,0.0368,0.3100000000000001
0.0,0.9668,0.0332,0.3200000000000001
0.0,0.97,0.03,0.3300000000000001
0.0,0.974,0.026,0.34000000000000014
0.0,0.9756,0.0244,0.35000000000000014
0.0,0.9768,0.0232,0.36000000000000015
0.0,0.9824,0.0176,0.37000000000000016
0.0,0.9852,0.0148,0.38000000000000017
0.0,0.9868,0.0132,0.3900000000000002
0.0,0.9868,0.0132,0.4000000000000002
0.0,0.988,0.012,0.4100000000000002
0.0,0.9908,0.0092,0.4200000000000002
0.0,0.9908,0.0092,0.4300000000000002
0.0,0.992,0.008,0.4400000000000002
0.0,0.994,0.006,0.45000000000000023
0.0,0.994,0.006,0.46000000000000024
0.0,0.9948,0.0052,0.47000000000000025
0.0,0.9956,0.0044,0.48000000000000026
0.0,0.9956,0.0044,0.49000000000000027
0.0,0.9956,0.0044,0.5000000000000002
0.0,0.9964,0.0036,0.5100000000000002
0.0,0.9972,0.0028,0.5200000000000002
0.0,0.9972,0.0028,0.5300000000000002
0.0,0.9976,0.0024,0.5400000000000003
0.0,0.9984,0.0016,0.5500000000000003
0.0,0.9992,0.0008,0.5600000000000003
0.0,0.9992,0.0008,0.5700000000000003
0.0,0.9992,0.0008,0.5800000000000003
0.0,0.9996,0.0004,0.5900000000000003
0.0,0.9996,0.0004,0.6000000000000003
0.0,0.9996,0.0004,0.6100000000000003
0.0,0.9996,0.0004,0.6200000000000003
0.0,1.0,0.0,0.6300000000000003
0.0,1.0,0.0,0.6400000000000003
0.0,1.0,0.0,0.6500000000000004
0.0,1.0,0.0,0.6600000000000004
0.0,1.0,0.0,0.6700000000000004
0.0,1.0,0.0,0.6800000000000004
0.0,1.0,0.0,0.6900000000000004
0.0,1.0,0.0,0.7000000000000004
0.0,1.0,0.0,0.7100000000000004
0.0,1.0,0.0,0.7200000000000004
0.0,1.0,0.0,0.7300000000000004
0.0,1.0,0.0,0.7400000000000004
0.0,1.0,0.0,0.7500000000000004
0.0,1.0,0.0,0.7600000000000005
0.0,1.0,0.0,0.7700000000000005
0.0,1.0,0.0,0.7800000000000005
0.0,1.0,0.0,0.7900000000000005
0.0,1.0,0.0,0.8000000000000005
0.0,1.0,0.0,0.8100000000000005
0.0,1.0,0.0,0.8200000000000005
0.0,1.0,0.0,0.8300000000000005
0.0,1.0,0.0,0.8400000000000005
0.0,1.0,0.0,0.8500000000000005
0.0,1.0,0.0,0.8600000000000005
0.0,1.0,0.0,0.8700000000000006
0.0,1.0,0.0,0.8800000000000006
0.0,1.0,0.0,0.8900000000000006
0.0,1.0,0.0,0.9000000000000006
0.0,1.0,0.0,0.9100000000000006
0.0,1.0,0.0,0.9200000000000006
0.0,1.0,0.0,0.9300000000000006
0.0,1.0,0.0,0.9400000000000006
0.0,1.0,0.0,0.9500000000000006
0.0,1.0,0.0,0.9600000000000006
0.0,1.0,0.0,0.9700000000000006
0.0,1.0,0.0,0.9800000000000006
0.0,1.0,0.0,0.9900000000000007
0.0,1.0,0.0,1.0000000000000007
0.0,1.0,0.0,1.0100000000000007
0.0,1.0,0.0,1.0200000000000007
0.0,1.0,0.0,1.0300000000000007
0.0,1.0,0.0,1.0400000000000007
0.0,1.0,0.0,1.0500000000000007
0.0,1.0,0.0,1.0600000000000007
0.0,1.0,0.0,1.0700000000000007
0.0,1.0,0.0,1.0800000000000007
0.0,1.0,0.0,1.0900000000000007
0.0,1.0,0.0,1.1000000000000008
0.0,1.0,0.0,1.1100000000000008
0.0,1.0,0.0,1.1200000000000008
0.0,1.0,0.0,1.1300000000000008
0.0,1.0,0.0,1.1400000000000008
0.0,1.0,0.0,1.1500000000000008
0.0,1.0,0.0,1.1600000000000008
0.0,1.0,0.0,1.1700000000000008
0.0,1.0,0.0,1.1800000000000008
0.0,1.0,0.0,1.1900000000000008
0.0,1.0,0.0,1.2000000000000008
0.0,1.0,0.0,1.2100000000000009
0.0,1.0,0.0,1.2200000000000009
0.0,1.0,0.0,1.2300000000000009
0.0,1.0,0.0,1.2400000000000009
0.0,1.0,0.0,1.2500000000000009
0.0,1.0,0.0,1.260000000000001
0.0,1.0,0.0,1.270000000000001
0.0,1.0,0.0,1.280000000000001
0.0,1.0,0.0,1.290000000000001
0.0,1.0,0.0,1.300000000000001
0.0,1.0,0.0,1.310000000000001
0.0,1.0,0.0,1.320000000000001
0.0,1.0,0.0,1.330000000000001
0.0,1.0,0.0,1.340000000000001
0.0,1.0,0.0,1.350000000000001
0.0,1.0,0.0,1.360000000000001
0.0,1.0,0.0,1.370000000000001
0.0,1.0,0.0,1.380000000000001
0.0,1.0,0.0,1.390000000000001
0.0,1.0,0.0,1.400000000000001
0.0,1.0,0.0,1.410000000000001
0.0,1.0,0.0,1.420000000000001
0.0,1.0,0.0,1.430000000000001
0.0,1.0,0.0,1.440000000000001
0.0,1.0,0.0,1.450000000000001
0.0,1.0,0.0,1.460000000000001
0.0,1.0,0.0,1.470000000000001
0.0,1.0,0.0,1.480000000000001
0.0,1.0,0.0,1.490000000000001
0.0,1.0,0.0,1.500000000000001
0.0,1.0,0.0,1.5100000000000011
0.0,1.0,0.0,1.5200000000000011
0.0,1.0,0.0,1.5300000000000011
0.0,1.0,0.0,1.5400000000000011
0.0,1.0,0.0,1.5500000000000012
0.0,1.0,0.0,1.5600000000000012
0.0,1.0,0.0,1.5700000000000012
0.0,1.0,0.0,1.5800000000000012
0.0,1.0,0.0,1.5900000000000012
0.0,1.0,0.0,1.6000000000000012
0.0,1.0,0.0,1.6100000000000012
0.0,1.0,0.0,1.6200000000000012
0.0,1.0,0.0,1.6300000000000012
0.0,1.0,0.0,1.6400000000000012
0.0,1.0,0.0,1.6500000000000012
0.0,1.0,0.0,1.6600000000000013
0.0,1.0,0.0,1.6700000000000013
0.0,1.0,0.0,1.6800000000000013
0.0,1.0,0.0,1.6900000000000013
0.0,1.0,0.0,1.7000000000000013
0.0,1.0,0.0,1.7100000000000013
0.0,1.0,0.0,1.7200000000000013
0.0,1.0,0.0,1.7300000000000013
0.0,1.0,0.0,1.7400000000000013
0.0,1.0,0.0,1.7500000000000013
0.0,1.0,0.0,1.7600000000000013
0.0,1.0,0.0,1.7700000000000014
0.0,1.0,0.0,1.7800000000000014
0.0,1.0,0.0,1.7900000000000014
0.0,1.0,0.0,1.8000000000000014
0.0,1.0,0.0,1.8100000000000014
0.0,1.0,0.0,1.8200000000000014
0.0,1.0,0.0,1.8300000000000014
0.0,1.0,0.0,1.8400000000000014
0.0,1.0,0.0,1.8500000000000014
0.0,1.0,0.0,1.8600000000000014
0.0,1.0,0.0,1.8700000000000014
0.0,1.0,0.0,1.8800000000000014
0.0,1.0,0.0,1.8900000000000015
0.0,1.0,0.0,1.9000000000000015
0.0,1.0,0.0,1.9100000000000015
0.0,1.0,0.0,1.9200000000000015
0.0,1.0,0.0,1.9300000000000015
0.0,1.0,0.0,1.9400000000000015
0.0,1.0,0.0,1.9500000000000015
0.0,1.0,0.0,1.9600000000000015
0.0,1.0,0.0,1.9700000000000015
0.0,1.0,0.0,1.9800000000000015
0.0,1.0,0.0,1.9900000000000015
0.0,1.0,0.0,2.0000000000000013
0.0,1.0,0.0,2.010000000000001
0.0,1.0,0.0,2.020000000000001
0.0,1.0,0.0,2.0300000000000007
0.0,1.0,0.0,2.0400000000000005
0.0,1.0,0.0,2.0500000000000003
0.0,1.0,0.0,2.06
0.0,1.0,0.0,2.07
0.0,1.0,0.0,2.0799999999999996
0.0,1.0,0.0,2.0899999999999994
0.0,1.0,0.0,2.099999999999999
0.0,1.0,0.0,2.109999999999999
0.0,1.0,0.0,2.1199999999999988
0.0,1.0,0.0,2.1299999999999986
0.0,1.0,0.0,2.1399999999999983
0.0,1.0,0.0,2.149999999999998
0.0,1.0,0.0,2.159999999999998
0.0,1.0,0.0,2.1699999999999977
0.0,1.0,0.0,2.1799999999999975
0.0,1.0,0.0,2.1899999999999973
0.0,1.0,0.0,2.199999999999997
0.0,1.0,0.0,2.209999999999997
0.0,1.0,0.0,2.2199999999999966
0.0,1.0,0.0,2.2299999999999964
0.0,1.0,0.0,2.239999999999996
0.0,1.0,0.0,2.249999999999996
0.0,1.0,0.0,2.259999999999996
0.0,1.0,0.0,2.2699999999999956
0.0,1.0,0.0,2.2799999999999954
0.0,1.0,0.0,2.289999999999995
0.0,1.0,0.0,2.299999999999995
0.0,1.0,0.0,2.3099999999999947
0.0,1.0,0.0,2.3199999999999945
0.0,1.0,0.0,2.3299999999999943
0.0,1.0,0.0,2.339999999999994
0.0,1.0,0.0,2.349999999999994
0.0,1.0,0.0,2.3599999999999937
0.0,1.0,0.0,2.3699999999999934
0.0,1.0,0.0,2.3799999999999932
0.0,1.0,0.0,2.389999999999993
0.0,1.0,0.0,2.399999999999993
0.0,1.0,0.0,2.4099999999999926
0.0,1.0,0.0,2.4199999999999924
0.0,1.0,0.0,2.429999999999992
0.0,1.0,0.0,2.439999999999992
0.0,1.0,0.0,2.4499999999999917
0.0,1.0,0.0,2.4599999999999915
0.0,1.0,0.0,2.4699999999999913
0.0,1.0,0.0,2.479999999999991
0.0,1.0,0.0,2.489999999999991
0.0,1.0,0.0,2.4999999999999907
0.0,1.0,0.0,2.5099999999999905
0.0,1.0,0.0,2.5199999999999902
0.0,1.0,0.0,2.52999999999999
0.0,1.0,0.0,2.53999999999999
0.0,1.0,0.0,2.5499999999999896
0.0,1.0,0.0,2.5599999999999894
0.0,1.0,0.0,2.569999999999989
0.0,1.0,0.0,2.579999999999989
0.0,1.0,0.0,2.5899999999999888
0.0,1.0,0.0,2.5999999999999885
0.0,1.0,0.0,2.6099999999999883
0.0,1.0,0.0,2.619999999999988
0.0,1.0,0.0,2.629999999999988
0.0,1.0,0.0,2.6399999999999877
0.0,1.0,0.0,2.6499999999999875
0.0,1.0,0.0,2.6599999999999873
0.0,1.0,0.0,2.669999999999987
0.0,1.0,0.0,2.679999999999987
0.0,1.0,0.0,2.6899999999999866
0.0,1.0,0.0,2.6999999999999864
0.0,1.0,0.0,2.709999999999986
0.0,1.0,0.0,2.719999999999986
0.0,1.0,0.0,2.7299999999999858
0.0,1.0,0.0,2.7399999999999856
0.0,1.0,0.0,2.7499999999999853
0.0,1.0,0.0,2.759999999999985
0.0,1.0,0.0,2.769999999999985
0.0,1.0,0.0,2.7799999999999847
0.0,1.0,0.0,2.7899999999999845
0.0,1.0,0.0,2.7999999999999843
0.0,1.0,0.0,2.809999999999984
0.0,1.0,0.0,2.819999999999984
0.0,1.0,0.0,2.8299999999999836
0.0,1.0,0.0,2.8399999999999834
0.0,1.0,0.0,2.849999999999983
0.0,1.0,0.0,2.859999999999983
0.0,1.0,0.0,2.869999999999983
0.0,1.0,0.0,2.8799999999999826
0.0,1.0,0.0,2.8899999999999824
0.0,1.0,0.0,2.899999999999982
0.0,1.0,0.0,2.909999999999982
0.0,1.0,0.0,2.9199999999999817
0.0,1.0,0.0,2.9299999999999815
0.0,1.0,0.0,2.9399999999999813
0.0,1.0,0.0,2.949999999999981
0.0,1.0,0.0,2.959999999999981
0.0,1.0,0.0,2.9699999999999807
0.0,1.0,0.0,2.9799999999999804
0.0,1.0,0.0,2.9899999999999802
0.0,1.0,0.0,2.99999999999998
0.0,1.0,0.0,3.00999999999998
0.0,1.0,0.0,3.0199999999999796
0.0,1.0,0.0,3.0299999999999794
0.0,1.0,0.0,3.039999999999979
0.0,1.0,0.0,3.049999999999979
0.0,1.0,0.0,3.0599999999999787
0.0,1.0,0.0,3.0699999999999785
0.0,1.0,0.0,3.0799999999999783
0.0,1.0,0.0,3.089999999999978
0.0,1.0,0.0,3.099999999999978
0.0,1.0,0.0,3.1099999999999777
0.0,1.0,0.0,3.1199999999999775
0.0,1.0,0.0,3.1299999999999772
0.0,1.0,0.0,3.139999999999977
0.0,1.0,0.0,3.149999999999977
0.0,1.0,0.0,3.1599999999999766
0.0,1.0,0.0,3.1699999999999764
0.0,1.0,0.0,3.179999999999976
0.0,1.0,0.0,3.189999999999976
0.0,1.0,0.0,3.1999999999999758
0.0,1.0,0.0,3.2099999999999755
0.0,1.0,0.0,3.2199999999999753
0.0,1.0,0.0,3.229999999999975
0.0,1.0,0.0,3.239999999999975
